uid,source_path,cached_path,config_hash,preprocessing_config,source_mtime,status,error,vmin,vmax,vmean,vstd,nonzero_fraction,all_finite,warnings
jegqtoam,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\jegqtoam.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\jegqtoam_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.602426,cached,,0.0,1.0,0.277052104473114,0.26782283186912537,0.9254875183105469,True,high_intensity_touches_boundary:y
dvlnknd6,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\dvlnknd6.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\dvlnknd6_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.5588863,cached,,0.0,1.0,0.34148108959198,0.21326510608196259,0.9744453430175781,True,"high_intensity_touches_boundary:y,z"
69ugnekr,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\69ugnekr.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\69ugnekr_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260362.6571128,cached,,0.0,1.0,0.2972337007522583,0.24799728393554688,0.8369712829589844,True,high_intensity_touches_boundary:y
cpprcjiw,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\cpprcjiw.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\cpprcjiw_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260365.7743719,cached,,0.0,1.0,0.36164799332618713,0.24097377061843872,0.8961639404296875,True,"high_intensity_touches_boundary:x,y,z"
vhdk8lw2,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\vhdk8lw2.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\vhdk8lw2_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260376.1521616,cached,,0.0,1.0,0.2676316499710083,0.2623597979545593,0.9459190368652344,True,high_intensity_touches_boundary:y
lm349el8,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\lm349el8.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\lm349el8_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260370.8004363,cached,,0.0,1.0,0.3342841863632202,0.2658252716064453,0.8965415954589844,True,high_intensity_touches_boundary:y
hl88kzru,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\hl88kzru.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\hl88kzru_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260368.737045,cached,,0.0,1.0,0.31100136041641235,0.25877171754837036,0.8202896118164062,True,high_intensity_touches_boundary:y
in3oeuvt,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\in3oeuvt.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\in3oeuvt_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.1539557,cached,,0.0,1.0,0.3589812219142914,0.22059102356433868,0.9334640502929688,True,"high_intensity_touches_boundary:y,z"
yt8qzpky,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\yt8qzpky.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\yt8qzpky_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.920372,cached,,0.0,1.0,0.3143904507160187,0.25375354290008545,0.8759307861328125,True,"high_intensity_touches_boundary:x,y"
32orwixz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\32orwixz.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\32orwixz_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260360.8802278,cached,,0.0,1.0,0.3169875741004944,0.2594957649707794,0.8786201477050781,True,high_intensity_touches_boundary:y
2c9ros7y,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\2c9ros7y.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\2c9ros7y_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260360.4229734,cached,,0.0,1.0,0.29852086305618286,0.27535831928253174,0.9187889099121094,True,high_intensity_touches_boundary:y
t2m6twd1,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\t2m6twd1.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\t2m6twd1_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260374.775841,cached,,0.0,1.0,0.3213629424571991,0.27944326400756836,0.8677291870117188,True,high_intensity_touches_boundary:y
xmxb9yo1,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\xmxb9yo1.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\xmxb9yo1_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.1963222,cached,,0.0,1.0,0.2924080491065979,0.2508713901042938,0.9179191589355469,True,high_intensity_touches_boundary:y
8pajssuu,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\8pajssuu.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\8pajssuu_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260363.9555655,cached,,0.0,1.0,0.24240419268608093,0.2562727928161621,0.8802947998046875,True,high_intensity_touches_boundary:y
qo1vsmad,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\qo1vsmad.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\qo1vsmad_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260373.4962702,cached,,0.0,1.0,0.36265602707862854,0.2614390552043915,0.89910888671875,True,"high_intensity_touches_boundary:y,z"
o8e7flqh,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\o8e7flqh.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\o8e7flqh_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260372.1918216,cached,,0.0,1.0,0.26252636313438416,0.26469525694847107,0.9084930419921875,True,high_intensity_touches_boundary:y
rrpzlk3e,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\rrpzlk3e.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\rrpzlk3e_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260374.103896,cached,,0.0,1.0,0.3178967833518982,0.27873578667640686,0.8602485656738281,True,high_intensity_touches_boundary:y
4xyf9igf,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\4xyf9igf.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\4xyf9igf_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260362.0543065,cached,,0.0,1.0,0.30287325382232666,0.27043837308883667,0.8247756958007812,True,high_intensity_touches_boundary:y
u8iogxpb,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\u8iogxpb.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\u8iogxpb_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260375.3692985,cached,,0.0,1.0,0.3641032874584198,0.2540292739868164,0.8855552673339844,True,"high_intensity_touches_boundary:x,y"
whvnzh13,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\whvnzh13.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\whvnzh13_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260376.6917865,cached,,0.0,1.0,0.286851167678833,0.2739347517490387,0.7937431335449219,True,"high_intensity_touches_boundary:x,y"
cd5glqj5,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\cd5glqj5.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\cd5glqj5_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260365.655595,cached,,0.0,1.0,0.30144003033638,0.22473257780075073,0.9251327514648438,True,high_intensity_touches_boundary:y
sxvwvm4w,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\sxvwvm4w.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\sxvwvm4w_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260374.7379055,cached,,0.0,1.0,0.28326982259750366,0.26183751225471497,0.9091148376464844,True,high_intensity_touches_boundary:y
3zkwdeek,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\3zkwdeek.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\3zkwdeek_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260361.434775,cached,,0.0,1.0,0.29492348432540894,0.24300119280815125,0.9127273559570312,True,high_intensity_touches_boundary:y
gyspengw,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\gyspengw.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\gyspengw_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260368.512424,cached,,0.0,1.0,0.2861374616622925,0.25902435183525085,0.9159927368164062,True,high_intensity_touches_boundary:y
yx9trflq,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\yx9trflq.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\yx9trflq_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.9920216,cached,,0.0,1.0,0.27369430661201477,0.25189802050590515,0.9217720031738281,True,high_intensity_touches_boundary:y
bmae38sr,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\bmae38sr.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\bmae38sr_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260365.2276883,cached,,0.0,1.0,0.2849515676498413,0.24945445358753204,0.826507568359375,True,"high_intensity_touches_boundary:x,y"
yo4rcb1k,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\yo4rcb1k.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\yo4rcb1k_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.867803,cached,,0.0,1.0,0.30071282386779785,0.27721065282821655,0.8357925415039062,True,high_intensity_touches_boundary:y
jtgq01te,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\jtgq01te.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\jtgq01te_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.8193603,cached,,0.0,1.0,0.30582308769226074,0.25359663367271423,0.8939323425292969,True,high_intensity_touches_boundary:y
e13n3bzt,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\e13n3bzt.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\e13n3bzt_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260366.6586697,cached,,0.0,1.0,0.29946959018707275,0.23495344817638397,0.976348876953125,True,high_intensity_touches_boundary:y
9d31k9qm,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\9d31k9qm.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\9d31k9qm_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.1928916,cached,,0.0,1.0,0.3254668116569519,0.24791616201400757,0.9083824157714844,True,high_intensity_touches_boundary:y
3p91i3vm,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\3p91i3vm.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\3p91i3vm_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260361.2831793,cached,,0.0,1.0,0.29123663902282715,0.27284809947013855,0.8915977478027344,True,high_intensity_touches_boundary:y
zwffhhcm,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\zwffhhcm.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\zwffhhcm_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260378.458786,cached,,0.0,1.0,0.2888732850551605,0.2663083076477051,0.9416122436523438,True,
ktlzkj49,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\ktlzkj49.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\ktlzkj49_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260370.5095549,cached,,0.0,1.0,0.3265535831451416,0.256613552570343,0.8523597717285156,True,high_intensity_touches_boundary:y
yd82795e,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\yd82795e.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\yd82795e_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.7020552,cached,,0.0,1.0,0.3294029235839844,0.24930250644683838,0.9765472412109375,True,"high_intensity_touches_boundary:y,z"
5iz31yru,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\5iz31yru.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\5iz31yru_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260362.3716116,cached,,0.0,1.0,0.2951805591583252,0.25438836216926575,0.8963966369628906,True,high_intensity_touches_boundary:y
joqw5dsk,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\joqw5dsk.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\joqw5dsk_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.7806866,cached,,0.0,1.0,0.36408042907714844,0.2384176403284073,0.9246330261230469,True,high_intensity_touches_boundary:y
7n8la100,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\7n8la100.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\7n8la100_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260363.3436372,cached,,0.0,1.0,0.357815146446228,0.2500278651714325,0.8850555419921875,True,"high_intensity_touches_boundary:y,z"
qxmcthph,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\qxmcthph.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\qxmcthph_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260373.689511,cached,,0.0,1.0,0.24668031930923462,0.2431245595216751,0.8629570007324219,True,high_intensity_touches_boundary:y
j3muurmy,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\j3muurmy.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\j3muurmy_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.3598406,cached,,0.0,1.0,0.33889085054397583,0.26471370458602905,0.8632621765136719,True,high_intensity_touches_boundary:y
bd2qe4pa,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\bd2qe4pa.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\bd2qe4pa_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260365.0601766,cached,,0.0,1.0,0.30955106019973755,0.2712439000606537,0.8540229797363281,True,high_intensity_touches_boundary:y
8hyexf7j,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\8hyexf7j.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\8hyexf7j_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260363.8030853,cached,,0.0,1.0,0.3769747018814087,0.2569235563278198,0.923431396484375,True,"high_intensity_touches_boundary:y,z"
xjn6fokz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\xjn6fokz.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\xjn6fokz_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260377.1026795,cached,,0.0,1.0,0.332614541053772,0.2509708106517792,0.8671646118164062,True,high_intensity_touches_boundary:y
ixzareiy,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\ixzareiy.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\ixzareiy_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260369.2790365,cached,,0.0,1.0,0.26786917448043823,0.25635069608688354,0.8970718383789062,True,high_intensity_touches_boundary:y
az39pecn,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\az39pecn.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\az39pecn_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.8558893,cached,,0.0,1.0,0.3144815266132355,0.213650181889534,0.9103126525878906,True,"high_intensity_touches_boundary:y,z"
0dl5e11e,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\0dl5e11e.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\0dl5e11e_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260359.3672583,cached,,0.0,1.0,0.28288859128952026,0.2805212736129761,0.8925895690917969,True,
9ftaxp0w,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\9ftaxp0w.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\9ftaxp0w_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260364.2384806,cached,,0.0,1.0,0.28051847219467163,0.2672235369682312,0.8957672119140625,True,high_intensity_touches_boundary:y
foy4dd1v,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\foy4dd1v.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\foy4dd1v_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260367.813599,cached,,0.0,1.0,0.35460299253463745,0.2490384429693222,0.9413337707519531,True,high_intensity_touches_boundary:y
n8lfjdtv,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\n8lfjdtv.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\n8lfjdtv_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260371.4944606,cached,,0.0,1.0,0.2821084260940552,0.25275906920433044,0.8955726623535156,True,
v2y4xkss,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\v2y4xkss.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\v2y4xkss_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260375.867544,cached,,0.0,1.0,0.27157753705978394,0.26290956139564514,0.8835182189941406,True,high_intensity_touches_boundary:y
0kb68rer,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\niftis\0kb68rer.nii.gz,c:\Users\myben\OneDrive\Documents\GitHub\DaT-Parkinson\preproc_cache\0kb68rer_f84f2b8d5a9e.npy,f84f2b8d5a9e,"{""centroid_threshold_pct"": 0.4, ""crop_size"": 64, ""intensity_p_high"": 99, ""intensity_p_low"": 1, ""target_spacing_mm"": 2.9}",1785260359.5092967,cached,,0.0,1.0,0.3405705988407135,0.2647833526134491,0.9202957153320312,True,high_intensity_touches_boundary:y
